name,postcode
Ccc Carlingford Foundation Ltd,2120
The Cabrini Property Association,3144
VATMI Industries Limited,3101
St. Vincent's Institute Of Medical Research,3065
Association For Christian Education Of Dandenong,3802
Xavier College Foundation Limited,3101
The Presbyterian School Of St. Andrew Limited,3152
St Leonard's College,3187
Australian Rotary Health,2150
St Justins Catholic Church Wheelers Hill,3150
Al-Ehsan Centre,3173
National Disability Services Limited,2600
Gabriel Foundation Limited,2600
ACN 009 510 187 LTD,7000
Caama Productions Pty. Ltd.,870
The Brisbane Christadelphian Ecclesia,4000
Sacred Heart College Senior,5044
Qcwa Branch Childers,4670
North East Community House Incorporated,5086
Gurindji Aboriginal Corporation RNTBC,852
Port Douglas Restoration Society Inc. ,4877
Yun Yang Temple Australia Incorporated,3804
Tara & District Family Support Committee Incorporated,4421
Grace Family Church Inc,4124
Pulikutjarra Aboriginal Corporation,872
All Saints Anglican Church Parish Austinmer,2515
The Corporation Of The Roman Catholic Bishops Of Queensland,4000
Assyrian Charity & Educational Community Incorporated,2175
Laught Avenue & Leader Avenue Gospel Trust,5039
Queensland Public Interest Law Clearing House Incorporated,
Narooma Surf Life Saving Club Inc.,2546
North Nowra Public School P & C Association,2541
St Faiths Anglican Church Burwood,3146
Deaf Sports And Recreation NSW,3002
The Trustee For Inner City Social Housing Trust,3000
Men's Link,
Ellis Beach Surf Life Saving Club Inc,4879
Drummoyne Public School P&C Association,2047
The Meadows P&C Association,2147
Lang Lang Pre School Inc,3984
St Joseph's Village Limited,2144
Camperdown Child Care Centre,2050
Balmain Sinfonia Inc,2047
House Of Praise Evangelistic Centre Ltd.,4214
Metropolitan Baptist Church,2066
Sacred Heart School,3707
Australasian Fire And Emergency Service Authorities Council Limited,3002
World Youth International (Aust) Ltd,5075
Cronulla Neighbour Aid Inc,2230
Earth Trust,2454
Australian Islamic Education Board Incorporated,2144
The Church Of God (Evening Light) Ltd,4551
All Souls St Gabriels School P&F Association Incorporated,4820
East Coast Theatre Company Limited,2025
Harvey Dexter Thaw & Mavis Tanya Thaw Medical Research Trust,2000
Congregational Christian Church Of Samoa Parish Of Glenroy,3061
The Korean Catholic Community In The Archdiocese Of Melbourne,3079
Sja (Nt) Endowment Company Pty Ltd,810
Set Free Ministries (Australia) Ltd,
The Trustee For Myee Codrington (Homeless) Trust,2001
Lutheran Homes Wa Inc,
Road Trauma Support Services Victoria Inc,3130
Society Of The Holy Cross Australian Province,4020
Reformed Presbyterian Church Of Australia Geelong,3220
Uca - Rockingham Parish,6168
Djaringo Pty Ltd,6725
Ring Pull Association,4702
UCA Longford Perth Cressy,7301
Goulburn South Public School P&C Association,2580
Paynesville RSL Sub-Branch,3880
NSW Rural Doctors Network Ltd,2300
Royal Freemasons Ltd,3004
St Brigid's Catholic Church Healesville,3777
Lake Joondalup Baptist Church Incorporated,6027
Golden Avatar Pty Ltd,2010
Donnybrook Rural Fire Brigade,4031
Bidjara Media & Broadcasting Company Limited,4470
Lutheran Church Palmer Inc,5237
Gisborne Montessori School Limited,3438
Rural Financial Counselling Service Victoria-Gippsland Inc,
Gateway Church,4152
The Trustee For Haddy R & P Foundation,3000
St Augustines & St Pauls Anglican Churches Bulli/Woonona Parish Council,2516
Macular Disease Foundation Australia,2000
The Corporation Of The Diocesan Synod Of North Queensland,4810
Geebung Aboriginal Corporation,2536
CatholicCare Foundation Limited,2000
Pendle Hill Public School P&C Assc,2145
The Trustee For Mary Evelyn Bowley Estate,3000
Loxton To Bookpurnong Local Action Planning Committee,5333
Murdi Paaki Regional Enterprise Corporation Ltd,2830
Victorian Agricultural Shows Ltd,3032
Ymca E-Store Pty Ltd,3137
Neami Limited,3084
Murdoch Investments Company Pty Ltd,6150
The Great Stupa Of Universal Compassion Limited,3556
Trinity Anglican College-Wodonga Limited,3691
Eden In Oz & NZ Ltd,4006
The Trustees Of The Society Of The Sacred Heart Of Jesus,2088
Julalikari Council Aboriginal Corporation,860
Calvary Care Ltd,4814
Euroa Baptist Church,3666
Raymond Terrace Baptist Church,2324
Peninsula Community Centre Inc,2256
The Trustee For The Commonwealth Hill Trust,5000
Zionist Council Of New South Wales Limited,2010
Flinders Christian Community College Inc ,3913
Campbell Primary School P&C Assn,2612
Citysoul,5000
Native Animal Education Sanctuary Limited,2548
The Burger Centre Pty Limited,2031
Townsville West Congregation of Jehovah's Witnesses,4814
Eastlakes Womens & Childrens Refuge Inc,2281
Neighbours Of Huxtable Park Inc,4032
The Australian College of Children and Young People's Nurses,4178
Lloyd's Register International,3004
St Arnaud Rsl Sub-Branch Welfare Patriotic Fund No W362,3000
Riversmart Australia Limited,2606
Newleaf Community Renewal,3004
The Maitland Benevolent Society Ltd,2320
Foundation For Regional Development Limited,2350
Talwood Emergency Services Unit,4031
Yetman Fishing Club,2410
Be the Church,6019
Warwick Men's Shed Inc.,4370
Holy Trinity Limited,5000
Microbicides Conference Organisers Ltd,2024
St Patricks Primary School Fremantle,6160
Hindu Association Of Western Australia Inc,6155
Murri Health Group Ltd,4215
College Of Universal Medicine,2480
Burraneer Bay Public School Parents & Citizens Association,2230
The Artists of Ampilatwatja Aboriginal Corporation,871
Gippsland Medicare Local Limited,3825
Food Alliance Australia Limited,3137
Buddha Dharma Education Association Inc,2480
The Heart of Music Foundation Limited,2261
Gidget Foundation,2065
Australian Refugee Connection Limited,4066
Goulburn And District Historical,2580
Lindenow & District Pre School Inc,3865
Aero Pro-Medical Foundation Ltd,3129
Parents & Friends Of Stella Maris Catholic School Shellharbour,2529
Enable Social Enterprises Limited,3047
The Trustee For The Keiraville Parish - Acpt (1218),2000
Climate Council of Australia Limited,2011
Our Lady Of Lourdes School,6061
The Ladybird Foundation Limited,6008
One World Ltd,4010
One Vision Productions Limited,2479
Australian Military Forces Relief Trust Fund,2610
Dyspraxia Foundation of Australia Ltd,2570
The Gympie Senior Citizens Centre Inc,4570
Message of Hope Ltd,4119
The Trustee For Iskandar Muda Youth & Education Centre Incorporated,2196
Launceston Birth Centre Incorporated,7250
Friends Of Swan Reserve Inc.,3280
The Trustee For The Rupert Harvey Memorial Trust Fund,2001
U3A Northern Illawarra Inc,2515
St Morris Community Child Care Centre Inc,5068
East Timor Sunrise Incorporated,810
Wallangarra Primary P&C Association,4383
Attas Beethoven Animal Rescue,4380
Moruya Public School P&C Association,2537
St Judes Anglican Churchfriends Of St Judes,2031
The Victorian Lawyer Education Trust,3000
Print Council Of Australia Inc,3065
Bull Arabs The Pawfect Companion,4564
Karumba Childrens Centre,4891
The Child Sexual Abuse Prevention Program Inc,3094
Our Lady's Assumption School,6059
Confraternity Of The Kingdom Of Christ,4510
Liberty Church Whitsunday,4800
Kubala Ministries Incorporated,2100
Open Doors Australia Inc,2086
Bulimba & District Meals On Wheels Inc,4170
"TRUSTEE OF DE LA SALLE BROS As the operator of a PBI
",
Algester Primary P&C Associatione,4115
The Corporation Of The Diocesan Synod Of North Queensland,4810
The A.W. Howard Memorial Trust Incorporated,5064
The Sharehouse Community Group Inc ,3199
Australian National University,200
Destiny Community Church,4883
Argenton Public School P&C Association,2284
Camooweal Hospital Auxillary,4828
The Trustee For Quakers Hill Scripture In Government Schools Foundation,2763
Shoalhaven Heads Public School P&C Assn,2535
Joshua Care International,4131
Anglican Parish Of Ceduna Fundraising,5690
The Rotary Club Of Sale Charitable Trust,3850
Blackwood Youth Foundation Inc,3818
Casterton Rsl Sub-Branch Building Patriotic Fund No 2818,3000
"""New-Life Christian Church"" Incorporated",2145
Seaview Village Association Incorporated,7262
Uniting Outreach Mandurah,6210
The Trustee For Gladstone Foundation,4000
Show Me The Way Incorporated,2206
Bingara Radiance Club Incorporated ,2404
St Pauls Lutheran Church Yaninee,5653
Battle For Australia Commemoration Committee NSW Inc,2089
Church Of Christ Thornbury,3071
Parkside Baptist Church,2176
St Josephs Primary School Alstonville Parish School Forum,2477
Orphan Native Animal Rear And Releaseassociation Inc,4306
The Trustee For Overseas Council Fund,2150
St Pauls Lutheran Church - Ararat,3377
St Andrews First Aid Australia Inc,3136
The Trustee For S & J Kantor Charitable Trust,3183
St Elias Antiochian Orthodox Parish Association Incorporated,5008
Manningham Musicians Association,3109
Bundoora Presbyterian Church,3083
Juluwarlu Group Aboriginal Corporation,6718
Childrens Protection Society Inc.,3081
Ministry Training and Development Council,2000
The Trustee For The Grace Foundation,3128
Animal Rescue Coffs Harbour,2450
Valkyrie Care Group ,3550
Bundeena Maianbar Preschool & Children's Services Inc.,2230
Childrens Hospital Child Care Centre Association Incorporated,6008
Murray Valley Aboriginal Co-Operative,3549
Sunshine Foundation,3000
St Bernadette's Primary School,3079
Pingelly Meals On Wheels Inc,
St Matthews Lutheran Church Maclagan,4352
Trustees Of The Roman Catholic Church For The Archdiocese Of Canberra And Goulburn As Trustee For Archdiocesan Principals Association,2603
Bellambi Public School P&C Association,2518
Joy Melbourne Inc.,3000
Toowoomba Gospel Trust,4350
Gladesville Public School Parents and Citizens Association Inc.,2111
St Patricks Primary School,3350
The Helen Elizabeth Pagan Trust,2001
Portside Christian College Inc,5015
The Local Spiritual Assembly Of The Bahais Of Lane Cove,2066
Georges Hall Public School P&C Assoc,2198
Bejoording Volunteer Bush Fire Brigade,6566
The Trustee For Wyoming Parish Ancillary Fund,2250
Warren Pre School Kindergarten Incorporated,2824
Rotary Emib Project,5092
The Leprosy Mission Australia,3128
Uca - Wangi Wangi,2267
Pittsworth Congregation of Jehovah's Witnesses,4356
Grace Church Shellharbour City Incorporated,2529
R S Sampson Trust,2001
Shoalhaven Neighbourhood Services Inc,2541
Freeman Dawn Trust,3000
UCA - Wilsonton Uniting Church,4350
Qcwa Branch Marlborough,4714
DEAF SPORTS AND RECREATION ASSOCIATION OF SA INC.,5092
Nunyara Aboriginal Health Service. Inc,5608
Miami State High School P&C Assn,4220
New Life Christian Church,2460
The Plant Nutrition Trust,2601
Invitation To Life Incorporated,2250
Niddrie Congregation of Jehovah's Witnesses,3043
Sir Hugh Robert Dennison Estate,2001
Australia's Helping Hand Incorporated,2614
Sacred Heart Primary School Mildura,3500
Redlands Community Cancer Support Inc.,4163
National Trust Of Aust(NSW) St Marks Darling Point Conservation Appeal,
The Trustee For William H Schuetz Estate,7000
Glenora Online Access Centre,7140
The Trustee For The Duncan Leary Charitable Trust,3011
Min Min Aboriginal Corporation,2380
St Johns Anglican Guild Stroud,2425
Rsl Of Australia Morphett Vale & District Sub Branch Incorporated,5162
The Australian Hands On Health Association Inc,2283
Ashburton Presbyterian Church,3147
Scots Church,5000
Carer Support & Respite Centre Inc,5063
Speld Foundation Of South Australia,5068
Maroondah Pre School Parents Club,3135
The Trustee For Sinai College Building Fund,4156
The Trustee For The Marjorie Agatha Jean Craig Memorial Trust,3000
Kundat Djaru Community Store Aboriginal Corporation,6770
Uca - Newborough Congregation,3825
Chinese Orphans Assistance Team Inc,4570
Allambee Counselling Incorporated,6210
Gumatj Aboriginal Corporation,801
City Beach Church Building Association Incorporated,6090
Where Pigs Fly Farm Sanctuary Incorporated,2325
St.Arnaud Neighbourhood House Inc,3478
Wavell Heights Kindergarten Assn Inc,4012
The Trustee For The Cool Australia Trust,
Islamic Development Organisation Incorporated,2566
Emily Foord Memorial Kindergarten Association Incorporated,4053
Cherrybrook Community Pre School Inc,2126
The Trustee For The Richard & Elizabeth Court Scholarship,2001
ESTATE HELEN FOOKES,3000
Melville Senior High School P&C Assn Inc,6156
Catholic Parish Of St Columbkille's Corrimal,2518
Embrace Education,3800
Rhema Melbourne Incorporated,3134
Croatian Catholic Centre Summer Hill,
Uca-Chermside/Kedron Community Church,4032
Millers Forest Public School P&C Association,2324
Annandale Public School P&C Association,2038
Brooweena Primary P&C Association,4620
Frank Fenner Foundation Incorporated,2600
Pons Ad Libertatum,6014
Dja Dja Wurrung Clans Aboriginal Corporation,3550
Uniting Church In Australia Lower Macleay River,
The Trustee For St Peter's College Scholarship Trust,5069
Marjorie Mann Lawley Day Care Centre (Inc),6050
The Trustee For Clement Terence Puckridge Trust,3000
Uca - Gosnells,6110
Friends of the Burnie Regional Museum,7320
Mauritian Golden Age Club Inc,3175
Gordonvale State High School P&C Association,4865
Trustees Of The Conference Of Leaders Of Religious Institutes In New South Wales,2018
Guru Nanak Sikh Education Centre North Queensland Assoc Inc,4860
St John The Baptist Catholic Church Beaufort,3373
"CREST NSW INC AS THE OPERATOR OF A PBI
",2663
St Johns Anglican Church - Minchinbury,2766
The Trustee For Hoskins Memorial Church Trust No.1,2000
West Australian Urologic Research Organisation Inc,6007
Trustees Of The Roman Catholic Church For The Archdiocese Of Canberra And Goulburn As Trustee For The Catholic Parish Of Binalong,2586
Challenge Foundation Goulburn Inc,2580
New Covenant Pentecostal Church Inc,3169
Alexandra Sub-Branch Returned And Services League Of Australia,3714
The Corporation Of The Order Of The Canossian Sisters ,4075
Bribie Island Voluntary Community Help Assoc Inc,4507
Cambodian Australian Christian Church Incorporation,3171
Chisholm Catholic College,6052
Charlestown & District Meals On Wheels Incorporated,2290
UCA - Lower Manning Uniting Church,2430
Penrith Suicide Prevention & Support Network Inc,2745
Heathridge Congregation of Jehovah's Witnesses,6027
Early Years At Phoenix Park Inc.,3145
LEAP Sanctuary Incorporated,3350
Span Community House Inc,3071
Christ Church Cathedral Newcastle Fundraising Section,2300
Global Ecosystem Monitoring Network,4814
Future Visions Inc,6010
South Australian Police Historicalsociety Incorporated,5000
Ceduna Christian Ministers' Association Incorporated,5690
Hampton Rural Fire Brigade,4031
Avoca & District Senior Citizens Club Inc,3467
Edge Hill Cairns West Sub Branch Rsl,
Dowlingville Uniting Church Trust,5571
Deewin Kirim Aboriginal Corporation,822
The Trustee For International City Church Property Trust,4051
Congregation Of The Vietnamese Buddhists In Wa (Inc),6064
The Spiritual Assembly Of The Baha'Is Of Auburn,2144
Macarthur Legal Centre Inc,2560
The Trustees Of The Roman Catholic Church For The Diocese Of Parramatta As The Trustee For The Tribunal Of The Catholic Church Diocese Of Parramatta,2150
Rockhampton Youth Orchestra Incorporated,4700
Heritage Christian Church Incorporated,850
International Christian Church,
Magnetic Island Community Care Inc,4819
Munno Para Senior Citizens Club Inc,5113
Armadale Community Family Centre Inc,6112
Katoomba Lighthouse Church Of Christ,2780
Hobart Benevolent Society Inc,7000
Hedland State Emergency Service,6721
The Trustee For Doris Louise Townsend Estate,2001
Springwood High P&C Association,4127
Semaphore Park Congregation of Jehovah's Witnesses,5014
Yugumbir Primary P&C Association,4118
International Carers' Autism Network Incorporated,2820
Spicer Cottages Trust,5000
Brisbane Suhrim Church Inc.,4068
Glasshouse Mts Rural Fire Brigade,4031
Qcwa Branch Aramac,4732
Boyup Brook Baptist Church,6244
Hedland Womens Refuge Inc,6721
Perth Bible College (Inc),6018
SRI SIVA JYOTHI TEMPLE LTD,2145
Messianic Education Australia Ltd,4502
Spur Projects Ltd,4059
The Male Bag Foundation,3168
Panorama Health Commissioning Pty Ltd,6017
National Education Alliance Of Borderline Personality Disorder Australia Limited,3186
Journey of Hope Pty Ltd.,2360
Uca - Eastern Wheatbelt Parish,6415
Arirrki Aboriginal Corporation,885
The Trustee For Mgi Perth Foundation,6000
The trustee for The Salvation Army (Australia) Self Denial Fund (For Overseas Aid),2000
Tamworth Church Of Christ,2340
Glaucoma Australia Incorporated,2065
Jervis Bay Community Church,2540
St Dominics Primary School East Camberwell,3126
Beaches Baptist Church,4740
Australian Blind Bowlers Association Inc,4504
Trevallyn Life Church Inc,7250
St Kilda Army And Navy Club,3182
Territory Natural Resource Management Incorporated,800
Yemaya Womens Support Service Inc,
Scotch Oakburn College,7250
Sydney Angels Incorporated,2015
Catholic Parish Of St Francis Of Assisi Paddington,
The Sydney Woori Church Incorporated,2152
Sydney Korean Church Incorporated,2192
Uca - Mt Gravatt Uniting Chuch,4122
Returned Services League Of Australia Stockton Sub-Branch (New South Wales),2295
The Ursuline Community,2133
Kings International College Ltd ,4220
Motor Neurone Disease Australia Incorporated,2111
Goombading Aboriginal Corporation,6725
Weymul Aboriginal Corporation,6714
Margate Baptist Church,4019
Trustees Of The Roman Catholic Church For The Archdiocese Of Canberra And Goulburn As Trustee For The Catholic Parish Of Michelago,2620
Kingsway Christian Church Inc,6065
Country Music Sa Inc,5417
South Eastern Health Providers Association,3175
Aboriginal Movement For Outback Survival Aboriginal Corporation,6440
Bellenden Ker Primary P&C Association,4871
Mimos Network,3134
Autism Association Act Inc,2607
Christ Church Lutheran Auxiliaries,5253
The Trustee For The Australian Refugee Foundation,2010
Westside Community Care,2136
THE TRUSTEE FOR ONE DOLLAR NATION DONATION FUND,4217
Global Ripple Incorporated,2481
NEW LIFE CHINESE CHRISTIAN CHURCH INCORPORATED,2099
A TOUCH OF LOVE MINISTRIES INC,4131
Victoria State Emergency Service Rosedale Unit,3847
Aboriginal Corporation For Frankston And Mornington Peninsula Indigenous Artists,3931
The Trustee For The Allan Shaw Charitable Trust,3000
Al Fitra Centre,2210
Inverloch And District Hostel Development Committee Inc,3996
The Trustee for Tasmanian Baha'i Centre of Learning Building Fund,2101
Bendigo Diocesan Trusts Corporation,3444
African Australian Union (Aau) Inc,6000
The Trustee For The Anglican Diocese Of Melbourne Necessitous Circumstances Fund,3000
Perth South Mandarin Congregation of Jehovah's Witnesses,6152
Charles Brice Trust,5271
Centenary High P&C Association,4074
Catholic Parish Of St Patrick Mortlake,2137
St Andrews Uniting Church Mildura,3500
Mid Murray Lutheran Parish Incorporated,5238
St Andrews Presbyterian Church Williamstown,3016
The Roman Catholic Archbishop Of Perth South Perth Parish,6151
The Holy Covenant Anglican Church,2614
UCA - Uniting Church Cootamundra,2590
Lutheran Church Of Australia Queensland District,4354
Returned & Services League of Australia (Queensland Branch) Warwick Sub-Branch Inc.,4370
Amos Aid Australia Inc,6169
Returned & Services League Of Australia Mossman Sub Branch,4873
The Khmer Buddhist Centre Inc,3172
Lutheran Church Of Australia Queensland District,4214
Potters House Christian Center - Launceston,7250
Salisbury Lutheran Kindergarten Inc,5006
ACPT - Rouse Hill Trust,2000
The Roman Catholic Trust Corporation For The Diocese Of Cairns,4859
The Heights Family Church Of Christ,2305
Hwa Tsang School Building Fund Trust,2140
The International Buddhist Tipitaka Inc.,4114
Durri Aboriginal Corporation Medical Service,2440
Carlingford West Parents & Citizens Association,2118
Ballina Angel Network Inc,
Glory To The King Ministries International Inc,3870
Methodist Ladies' College,6010
Centre Against Sexual Assault Loddon Campaspe Region,3550
Stepping Stones Child Care Centre Gladstone Association Inc.,4680
Hughes Creek Group Incorporated,
Carleton Family Charitable Trust,2001
The Arnhem Land Progress Aboriginal Corporation,
Italian Benevolent Foundation (Sa) Incorporated,5073
The Belinda Jane Harris Trust,4503
Endeavour Hills Uniting Care Neighbourhood Centre,3802
Northbridge Friendship & Craft Club,2063
Mackay Children's Contact Service Inc,4740
Roman Catholic Trust Corp For The Diocese Of Melbourne,8002
Byron Region Community College Inc. ,2482
Cummins Yeelanna Returned Andservices League Sub Branch,5631
The Trustee For South City Trust,6154
Coogee Beach Surf Lifesaving Club Inc,6166
Gayndah Primary P And C Association,4625
Victorian Foundation For Survivors Of Torture Inc,3056
Returned Services League Harvey Sub-branch,6220
The Trustee For Dan Brumley Trust,2001
The Trustee For Yesodei Hatorah Library Trust,3184
A F M Adams Trust,2001
The Trustee For Ee Russell Bequest,6846
Murchison Pre School Inc,3610
Christ Church Grammar School Inc,6010
Network Of Alcohol & Other Drugs Agencies Inc,2016
Estate Leonard Christian Miller,3000
Possums Community Pre School Assn Inc,2484
The Trustee For Thomas Crennan Trust,2001
St Stephens Lutheran Church Katanninginc,6317
National Council Of Jewish Women Of Australia Brisbane Section Inc,4109
Wangaratta Presbyterian Church Federal Board,3677
Ballarat Central Parish Mission,3350
Mungindi Arts Council Inc,2406
South Penrith Gospel Trust,2750
Tamil Christian Congregation Of Victoria,3145
Cooranbong Community Services Centre Association Incorporated,2265
St Josephs School Education Board,3196
Brisbane Bayside State College P&C Association,4178
Trustees Of The Roman Catholic Church For The Diocese Of Wagga Wagga,2650
The Anglican Parish Of Mitcham,5062
Lutheran Church Of Australia Queensland District,4610
St Marks Anglican Church Camberwell,3124
Mount Marrow Primary P&C Association,4305
Christian Reformed Church Of South Gippsland Inc,3953
Catholic Institute of Sydney,2135
The Trustee For The Roman Catholic Church For The Diocese Of Parramatta,2150
The Central Synagogue,2022
Reservoir Samoan Assembly Of Godchurch ,3076
St Aphrem Syrian Orthodox Church,3073
Hope For Orphans And Vulnerable Children Incorporated,2155
Sandringham Children's Playhouse Inc,3191
Firstchance Inc,2308
Pakenham Christian Church Inc,3810
Youth Challenge Emerald,
Mary Aikenhead Ministries,2027
St George Christian Church ,2221
The Iona Passion Play Inc,4178
Namoi Valley Christian School Inc,2388
Medical Association Of Notre Dame University Sydney,2010
Catholic Parish Of The Holy Name Forster,2428
Moe South Congregation of Jehovah's Witnesses,3825
Frankston Hospital Ladies Auxiliary,3199
Mitra Community Empowerment Inc.,6150
Nova for Women and Children Inc,2300
Uca - Parish Of Diamond Valley,3089
Anglican Parish Of Coolah Dunedoo,2844
Barriburn Pre School Association Inc,3133
Redeemer Lutheran Church,4415
The Trustee For The Narungga Investment Charitable Trust,5554
Indo China Ethnic Chinese Association Of Victoria Inc,3000
Strategic Missions Partnerships Inc.,3805
St Cyril And Methodius Russian Orthodox Church Outside Russia,2486
St. Catherine's P&F Association,2024
Goulburn Valley Support Group For Children With Special Needs,3630
The Trustee For The Dickinson Charitable Trust,2001
Btc Cooperative Limited,4207
UCA - Uniting Church in Australia New England North West Presbytery,2340
Victorian Aids Council Inc,3141
St Stephen's Anglican Church Bayswater,3153
Jaycee Kindergarten Inc,3305
UCA - Lithgow Uniting Church,2790
Bellata Parents & Citizens Association,2397
St Michaels Anglican Church Surry Hills,2010
Lockridge Outreach Group,6054
Ithaca Common Equity Rental Housing Co Operative Ltd,3555
Christ Evangelical Center Of Australia Incorporated,
Grandview Lodge,2145
Presbyterian Church Of Australia The State Of NSW Parish Of Strathfield,2135
Serbian Orthodox Church Of The Dormition Of The Most Holy Mother Of God Gold Coast Inc,4214
Church Of England Soldiers Memorial Church Cabramatta,2166
The Trustee For Dennis Osborne Clarke Charitable Trust,3000
Assemblies Of God Parkes Incorporated,2870
Christmas Island Volunteer Fire Brigade,6798
Stockland CARE Foundation,2000
Radio Larrakia Association Inc.,800
Yarraman And District Historical Society Inc.,4614
Deutsche Schule Melbourne Inc,3068
Bowen Flexi Care Inc,4805
The Lorne Figtree Community House Inc.,3232
Melville Gospel Trust,6965
Catholic Mission,2060
Greenlink Box Hill Inc,3129
Only Believe Mission,4500
Friends Of Nina's Ark Inc,845
Life Education Tasmania Inc.,7250
Yorkeys Knob Community Kindergarten And Preschool Association Inc,4878
Coolum Beach Meals On Wheels Inc.,4573
Hales Van Alphen Foundation Inc.,3193
Arts and Cultural Development Council of Geraldton Inc,6530
Russian Speaking Full Gospel Church God's Glory Tabernacle,3204
St Brigid's Primary School,3437
Trentham Kindergarten Association,3458
Normanhurst Public School P&C,2076
Penrith Disabilities Resource Centre Incorporated,2750
All Saints College Foundation Incorporated,6149
Clarence Coast Theatrical Society Inc.,2463
Uca-Longreach Congregation,4730
The Canine Research Foundation,3198
Community First Op Shop Inc,3051
Canberra Pride,2604
Van Lang Cultural And Welfare Association Incorporated,4076
Just Change Inc,3053
The Flagstaff Group Limited,2526
Hallam Community Learning Centre Inc,3803
Winifred West Schools Foundation Ltd,2575
Cystic Fibrosis New South Wales,2140
Youth Alive Limited,2153
The Ballaarat Mechanics Institute,3350
The Australian Boys' Choral Institute,3122
Summer Institute Of Linguistics Australia,3097
Bunbury Baptist Church,6230
Lake Bolac Bush Nursing Centre Inc.,3351
Korowa Anglican Girls School,3146
Beverley Volunteer Fire Brigade,6304
Universities Australia,2600
Christian Schools Tasmania,7000
Mackay Regional Council For Social Development Ltd.,4740
Catholic Parish Of Our Lady Of The Rosary Alstonville,2477
Uniting Church In Australia East Derwent Parish,
The Trustee For Beat Gbm,2024
University Of The Third Age Kooyong Campus,3144
Brackenridge Assembly Of God,4017
University Of Western Sydney,2753
Ant Hill Rural Fire Brigade,
St Joseph's Primary School Warragul ,3820
The Trustee For Jm Roberts Charitable Trust,7250
Ramakrishna Sarada Vedanta Society Of NSW Inc,2132
Australian Jewish Historical Society Incorporated,2010
Cybec Foundation,3187
Lismore Presbyterian Church,3324
Cockburn State Emergency Service Unit (Inc.),6964
Rangelands Nrm Co-Ordinating Group (Inc.),6152
Pastoral Healthcare Network Australia Inc,3220
Catholic Engaged Encounter Victoria,3015
Rodney Seaborn Playwrights Trust,2018
Uca - Inala Congregation,4077
The Youth Junction Incorporated,3020
Bermagui Seasiders Inc,2546
The Adelaide Youth Orchestra Incorporated,5000
Leeton RSL sub-Branch (RSL NSW),2705
Friends Of Shtiebell Incorporated ,2026
Animal Protection Society Of Western Australia Inc,6110
Friends Of The Toowoomba City Library,4350
Hunter Region Neighbourhood Centre Forum Inc,2303
Anglican Parish Of Dianella,6059
Reclink Australia,3205
The Trustee For Markalinga Land Trust,6846
Royal Australian Artillery Association Of Tasmania Inc ,7250
FlexAbility Support Association Inc,4860
NECA Education & Careers Ltd,3054
The Corporation Of The Synod Of The Diocese Of Brisbane,4060
Community Radio Association Mackay Inc,4740
Sydney Logos Church Incorporated,2194
Pro Musica Singers University Of Qld,4060
Fairhaven Future Care Holdings Limited,2250
Portuguese Pentecostal Church Limited,
Dorrigo High School P&C Association,2453
St John Of God Foundation Inc.,
Uca - Heathcote And District,3523
Gundagai Historical Museum Incorporated,2722
Mercy Care Centre Young Ltd,2594
THE TRUSTEE FOR JEANETTE AND PETER YOUNG FOUNDATION,4069
Kirrawee Public School Parents And Citizens Association,2232
World Harvest Ministries,4036
UOM Commercial Ltd,3122
Bankstown-Liverpool Lutheran Parish,2170
Mulgildie Primary P&C Association,4630
Uniting Church In Australia Ascot Fellowship,5043
International Ministries Inc.,3152
Australian Advisory Board On Autism Spectrum Disorders Limited,2086
Living Church Of God Ltd,5157
St Ezekiel Moreno Limited,2132
The Perini Family Foundation Pty Limited,2089
Amrita Australia Limited,3201
Mission Field Outreach Incorporated,885
Australian Centre For Contemporary Art,3006
Anglican Christ Church Dungog,2420
Cannon Hill Anglican College Foundation Limited,4170
Queensland Education & Cultural Foundation Limited,4116
The Otis Foundation,3550
Child & Family Care Network Inc,3150
Canning Education Inc,6155
Melbourne Affordable Housing,3000
Vincentcare Victoria,3000
Glycemic Index Foundation,2065
Grace Communion International Ltd,
Boree Creek P&C Association,2652
Uniting Church Cairns Parish Korean Congregation,4870
Salt Ministries Incorporated,2541
The Trustee For Warwick Gospel Hall Trust,4370
Acts Church International Ltd,4551
The Faithfull-Goulburn Trust,3220
The Catalina Flying Memorial Limited,2066
Church Property Trust - St Aidans Blackheath Land Sale Ordinance 1990,2000
The John Maclean Foundation Ltd,2750
Selim Foundation Pty Limited,2135
Seventh-Day Adventist Schools (Western Australia) Ltd,2076
Fnq Nrm Ltd,4860
Uts Union Ltd,2007
Djarindjin Aboriginal Corporation,6725
Animals Asia Foundation (Australia) Limited,5159
60Th Dhammachai Education Foundation,2159
Avondale College Limited,2076
Central Coast NSW Medicare Local Limited,2250
The Bendigo Affordable Housing Company Ltd.,3550
Blindness Australia Pty Ltd,5000
Brown Ann Bequest,3000
The Trustee For Habitat Melbourne Trust,3228
Belmont Neighbourhood Centre Inc,2280
FORSTER CHRISTIAN LIFE CENTRE,2428
Kurum House Charitable Foundation Ltd,2481
Living Sound Broadcasters Ltd,2500
Public Service Skills Ltd,5000
Cambewarra Public School Parents And Citizens Association,2540
Alexandra Rsl Sub-Branch Welfare Patriotic Fund No W51,3000
Warra Primary P&C Association,4411
Indigenous Barristers'Trust The Mumshirl Fund,2000
Central Desert Native Title Services Limited,6004
